change_plants|Pflanzen ändern
rocket_unlock_RocketMissionRocketFuelFactoryUpgrade|Auf einer Dschungelwelt hast du Bakterien gefunden, die aus Abfall Treibstoff produzieren. Deine Biologen haben dieses Wissen genutzt, um deine Raketentreibstoff-Fabriken schneller arbeiten zu lassen.
choose_crew|Besatzung wählen
choose_crew_explain|Vier Besatzungsmitglieder passen in die Rakete. Du kannst Arbeiter aus bestimmten Gebäuden auswählen. Wähle sie weise aus, um zu beeinflussen, was du finden kannst.
rocket_explorer_explain|Zeichen der Zivilisation finden
rocket_engineer_explain|Finde Technologie
rocket_botanical_explain|Finde Pflanzen oder Tiere
rocket_navigator_explain|Reduzierung der Kraftstoffkosten & der Fahrzeit
rocket_miner_explain|Gewinne Ressourcen und Fossilien
start_mission|Mission starten!
|
center_on_work|Blick auf die Arbeit zentrieren
center_on_school|Blick auf die Schule zentrieren
center_on_house|Ansicht zu Hause zentrieren
|
rocket_unlock_RocketMissionCheaperRockets|Deine Entdecker haben ein Raketenwrack gefunden. Sie untersuchten es und fanden einen Weg, um Raketen mit weniger Materialien zu bauen.
|
file_description_colony|[0] & [1] andere - [2] Bürger
stories.json/RocketExploreRockLand.name|Felsenwelt
switch_city_menu|Wechsle zu einer zugehörigen Stadt
switch_city|Stadt wechseln
rocket_other_planet_explain|Schicke Ressourcen oder Bürger.
rocket_other_planet_explain_more|Eine Besatzung von vier Forschern wird das Schiff auf dieser Mission begleiten. Es wird [0] Raketentreibstoff verbrauchen.
rocket_other_planet_ask|Was willst du schicken?
dont_have_materials|Ihr habt nicht genug Rohstoffe dafür.
mission_warning_no_citizens_to_send_found|Wir konnten nicht genug Bürger finden, um sie in die andere Stadt zu schicken!
mission_gathering|Besatzung zusammenstellen...
mission_gathering_2|Sammeln von Bürgern...
rocket_other_city_tutorial|Du kannst jetzt zu deiner erforschten Stadt wechseln! Nachdem du sie einmal besucht hast, kannst du Rohstoffe und Bürger mit der Rakete losschicken.
rocket_unlock_RocketSubCityRockWorld|Deine Entdecker haben eine felsige neue Welt gefunden. Sie scheint etwas karg zu sein, aber sie sieht auch bewohnbar aus. Du kannst sie nun kolonisieren.
rocket_unlock_RocketSubCityStrangeForests|Deine Entdecker haben eine Gruppe bewohnbarer bewaldeter Welten gefunden, die du jetzt kolonisieren kannst.
citizen_left|[0] haben die Stadt verlassen.
stories.json/RocketExploreStrangeForests.name|Bewaldete Welten
buildableWorldResourcesInfo.json/RedForest.name|Roter Wald
buildableWorldResourcesInfo.json/RedForest.description|Pflanze junge Bäume, die zu einem roten Wald heranwachsen werden.
buildableWorldResourcesInfo.json/PurpleForest.name|Violetter Wald
buildableWorldResourcesInfo.json/PurpleForest.description|Pflanze junge Bäume, die zu einem außerweltlichen violetten Wald heranwachsen werden.
limitedBuilding|Limit: [0]
|
buildinginfo.json/RocketLaunchPlatform.description|Baue Raketen, um den Weltraum zu erforschen.
allow_zooming_out_further|Erlaubt weiteres Herauszoomen
rocket_unlock_AlienNightClub|Deine Entdecker haben einen verlassenen Nachtclub gefunden. Die Lichter waren noch in Betrieb. Sie haben einige Teile davon mitgenommen und sorgfältig dokumentiert, so dass ihr sie jetzt wieder aufbauen könnt.
|
explorers|Forscher
engineers|Ingenieur
biologists|Biologe
navigators|Navigator
miners|Bergarbeiter
buildinginfo.json/UnderwaterHouse.description|Lebe unter den Fischen!
buildinginfo.json/Mansion.name|Herrenhaus
buildinginfo.json/Mansion.description|Ein großes, luxuriöses Haus mit einem privaten Teleporter. Es verbessert die Bildung der Bewohner und lässt sie etwas länger leben. Die Wohnqualität wird um 25 erhöht, wenn es mit einem anderem Herrenhaus verbunden ist.
buildinginfo.json/RooftopPark.name|Dachterrassen-Park
buildinginfo.json/RooftopPark.description|Begrünte Dächer sehen nicht nur schön aus, sondern bieten deinen Bürgern auch mehr Platz, um die Natur zu erleben.
buildinginfo.json/FeatherAlliance.name|Außenposten der Federallianz
buildinginfo.json/FeatherAlliance.description|Die Federallianz hat ein einfaches Ziel: alles über das Universum herauszufinden, was sie kann. Sie würden deine Hilfe zu schätzen wissen.
|
redwoodtree_credits|Textur und Konzept von Luk XD 99
build_redwood_wait|Du kannst diesen Mammutbaum in [0] Stunden wachsen lassen.
build_redwood_wait_1|Du kannst diesen Mammutbaum in einer Stunde zum Wachsen bringen.
buildinginfo.json/RedwoodTree.name|Mammutbaum
buildinginfo.json/RedwoodTree.description|Ein Baum, der sehr groß werden kann. Er kann nur auf dem Boden gebaut werden. Du kannst ihn einmal alle 24 Stunden wachsen lassen.
buildinginfo.json/RedwoodTreeHouse.name|Mammutbaum-Baumhaus
buildinginfo.json/RedwoodTree.showUnlockHint|Baue 40 Gemeinschaftshäuser, um sie freizuschalten!
build_redwood_house|Baumhaus bauen
build_redwood_house_description|Baue hier ein Baumhaus. Es kann zwei Personen beherbergen.
build_redwood|Mammutbaum wachsen lassen
build_redwood_description|Lasse diesen Mammutbaum größer werden. Du kannst dies einmal alle 24 Stunden tun.
redwoodtree_cannot_destroy_because_house_limits|Du kannst diesen Mammutbaum nicht zerstören, da dies dazu führen würde, dass das Baumhaus an einem falschen Ort steht.
add_grass|Gras hinzufügen
remove_grass|Gras entfernen
remove_redwood_house|Baumhaus entfernen
|
buildingUpgradesInfo.json/TheMachineUpgrade.name|Maschinen-Tuning
buildingUpgradesInfo.json/TheMachineUpgrade.description|Die Maschine produziert 50% mehr Materialien, und manchmal produziert sie auch Graphen und Raketentreibstoff. Wenn sie jemals zerstört wird, bleiben die Mitglieder der Geheimen Gesellschaft des Schlüssels länger am Leben. Mitglieder der Federallianz leben länger.
|
jobs_filled_featheralliance|Sammle die Vögel ein: Sorge dafür, dass alle 7 Jobs besetzt sind.
feather_alliance_mission_0|Mach die Zukunft schnell:\nProduziere mindestens 100 Graphen an einem Tag.
feather_alliance_mission_1|Erkunde die Nachbarschaft:\nErforsche den nahen Weltraum vollständig.
feather_alliance_mission_2|Die Rückkehr nach Hause sollte angenehm sein:\nBaue zehn Dachterrassen-Parks.
feather_alliance_mission_3|Hilf unseren Verbündeten:\nErforsche Maschinen-Tuning.
feather_alliance_mission_4|Schau über den Tellerrand hinaus:\nErforsche den fernen Weltraum vollständig.
feather_alliance_mission_5|Unser eigenes Abenteuer:\nSende eine Rakete auf die Reise der Federallianz.
feather_alliance_mission_6|Jetzt brauchen wir etwas Ruhe:\nBaue zwei Herrenhäuser.
feather_alliance_mission_7|Bring unser Wissen zusammen:\nBaue die Intergalaktische Bibliothek.
feather_alliance_mission|Federallianz-Mission
feather_alliance_done|Wir werden weiter erforschen!
|
feather_mission|Reise der Federallianz
feather_mission_explain|Die Federallianz möchte auf eine lange Reise gehen, um das Universum zu erkunden.
feather_result|Die Federallianz hat ihre Reise erfolgreich abgeschlossen! Sie haben, neben anderen Entdeckungen, eine neue kolonisierbare Gruppe von Welten gefunden.
|
buildinginfo.json/IntergalacticLibrary.name|Intergalaktische Bibliothek
buildinginfo.json/IntergalacticLibrary.description|Diese große Bibliothek bietet den Besuchern viel Bildung. Die Arbeiter produzieren Wissen auf der Grundlage der Gesamtzahl der Bürger in den angeschlossenen Städten. Sie ermöglicht auch die Erforschung von Stadtverbesserungen.
cityUpgradesInfo.json/LibraryAllowDuplicates.name|Metropole
cityUpgradesInfo.json/LibraryAllowDuplicates.description|Ermöglicht es dir die folgenden Spezialgebäude ein zweites Mal zu bauen: Workshop, Experimentelle Farm, Observatorium, Kunstkolonie, Zentrum der Computerforschung, Zentrum für Lebensforschung, Escape Room-Labor und Supercomputer. Ihre Stadt-Upgrades sind jedoch nur einmal verfügbar.
cityUpgradesInfo.json/ConnectedMachines.name|Verbundene Maschinen
cityUpgradesInfo.json/ConnectedMachines.description|Die Produktion der Maschine wird, für jede Maschine in der jeweils zugehörigen Stadt, um 50% erhöht.
cityUpgradesInfo.json/GeneEditing.name|Gen-Editierung
cityUpgradesInfo.json/GeneEditing.description|Ermöglicht es dir, die violetten und roten Wälder und Gräser aus den bewaldeten Welten und die blauen Blumen aus den Brückenwelten zu pflanzen.
decorationsInfo.json/spr_purplegrass.name|Violettes Gras
decorationsInfo.json/spr_redgrass.name|Rotes Gras
decorationsInfo.json/spr_flowers_blue.name|Hohes Gras mit blauen Blumen
|
stories.json/RocketExploreFeather.name|Brücken-Welten
bridgesInfo.json/WoodenBridge.name|Hölzerne Brücke
bridgesInfo.json/WoodenBridge.description|Diese hölzerne Fußgängerbrücke verbindet zwei Gebäude, die höchstens drei Felder voneinander entfernt sind. Raumschiffe von Landeplätzen können durch sie hindurchfliegen
|
stories.json/rocketLaunch.name|Das Raumfahrtzentrum
stories.json/rocketLaunch.description|Es scheint viel Raum zum Erforschen zu geben, also machst du dich daran, eine Rakete zu bauen.
rocketLaunch.json/Start.text|Es gibt noch eine Menge Raum zu erforschen. Der Bau einer Rakete würde das viel einfacher machen. Diese Welt aus grauem Stein scheint der perfekte Ort für einen Startplatz zu sein.\n\nHier gibt es bereits eine kleine Kolonie, aber du wirst sie ausbauen wollen. Du kannst nach Belieben weitere Bürger einladen. Außerdem sollten wir diese Menschen etwas glücklicher machen. Erhöhe ihre Zufriedenheit auf 75.
rocketLaunch.json/Start.quickText|Bringe die Zufriedenheit über 75. Dies schließt temporäre Boosts aus.
rocketLaunch.json/BuildBridges.text|Deine Bürger fühlen sich jetzt viel glücklicher! [c]Du hast bereits einige Brücken gebaut, toll![/][n]Es wäre nützlich, wenn die Leute leichter zwischen Türmen oder sogar Welten hin- und herlaufen könnten. Baue drei Brücken, um das zu ermöglichen.[/]
rocketLaunch.json/BuildBridges.quickText|Baue drei Brücken.
rocketLaunch.json/MakeComputerChips1.text|Eine Rakete zu bauen und zu navigieren wäre ohne Computer sehr schwierig. Deshalb brauchst du ein paar Computerchips. Baue das Zentrum der Computerforschung und dann eine Fabrik für Computerchips.
rocketLaunch.json/MakeComputerChips1.quickText|Baue das Zentrum der Computerforschung und dann eine Fabrik für Computerchips.
rocketLaunch.json/MakeComputerChips.text|Nur ein paar Computerchips werden nicht ausreichen. Du brauchst einen ständigen Nachschub. Lass uns mindestens 30 pro Tag produzieren.
rocketLaunch.json/MakeComputerChips.quickText|Produziere mindestens 30 Computerchips an einem Tag.
rocketLaunch.json/BuildSuperComputer.text|Eine Rakete zu bauen ist keine leichte Aufgabe, also brauchst du eine Menge Wissen. Ein Supercomputer kann dabei helfen, Wissen zu sammeln, also lasst uns einen bauen. Er ist allerdings nicht billig, also sorge dafür, dass du genügend Bürger einlädst und dass sie über gute Verkehrsmittel verfügen, damit sie nicht zu viel Zeit auf dem Weg zur Arbeit verbringen.
rocketLaunch.json/BuildSuperComputer.quickText|Baue den Supercomputer.
rocketLaunch.json/MakeGraphene.text|Jetzt, wo du schnell Wissen sammelst, ist es an der Zeit, sich mit einem neuen Material zu beschäftigen. Graphen ist ein unglaublich dünnes und leichtes, aber dennoch starkes Material. Das macht es zu einem großartigen Material für den Bau einer Rakete. Allerdings musst du ein bisschen experimentieren, bevor du das Material richtig einsetzen kannst. Dazu bauen wir ein Graphenlabor und beginnen mit der Herstellung der ersten Graphenplatten.
rocketLaunch.json/MakeGraphene.quickText|Baue ein Graphenlabor.
rocketLaunch.json/MakeGrapheneBuilding.text|Graphen lässt sich nicht nur zum Bau von Raketen verwenden. Zum Beispiel können schwebende Plattformen verwendet werden, um deine Stadt zu erweitern oder Lücken zu überbrücken. Lass uns eine bauen.
rocketLaunch.json/MakeGrapheneBuilding.quickText|Baue eine schwebende Plattform.
rocketLaunch.json/MakeGraphene2.text|Das Graphenlabor ist eine gute Möglichkeit, Graphen herzustellen, aber es ist ziemlich langsam. Die Graphenfabrik benötigt Wissen, um zu funktionieren, aber sie arbeitet viel schneller. Lass uns eine bauen.
rocketLaunch.json/MakeGraphene2.quickText|Baue eine Graphenfabrik.
rocketLaunch.json/MakeRocketLaunch.text|Du brauchst einen Platz, von dem aus du deine Rakete starten kannst, also lass uns eine Startrampe für die Rakete bauen.
rocketLaunch.json/MakeRocketLaunch.quickText|Baue eine Startrampe für die Rakete.
rocketLaunch.json/MakeFuelFactories.text|Die Rakete braucht Treibstoff, sonst bleibt sie einfach auf dem Boden. Du kannst Nahrung oder Holz verwenden, um Biotreibstoff herzustellen. Baue mindestens drei Raketentreibstoff-Fabriken, um mit der Produktion zu beginnen.
rocketLaunch.json/MakeFuelFactories.quickText|Baue drei Raketentreibstoff-Fabriken.
rocketLaunch.json/MakeRocket.text|Jetzt, wo dein Raketentreibstoff ständig produziert wird, kannst du deine erste Rakete bauen!
rocketLaunch.json/MakeRocket.quickText|Baue eine Rakete.
rocketLaunch.json/LaunchRocket.text|Jetzt ist es endlich an der Zeit, zu starten! Starte eine Rakete in den nahen Weltraum mit einigen Forschern an Bord.
rocketLaunch.json/LaunchRocket.quickText|Starte eine Rakete in den nahen Weltraum, in der sich mindestens ein Forscher befindet.
rocketLaunch.json/Win.text|Deine Raketenmission war erfolgreich, und du hast eine weitere Welt gefunden, auf der du bauen kannst! Gute Arbeit! Du kannst nun mit dem Aufbau einer intergalaktischen Gesellschaft mit mehreren Städten fortfahren. Du kannst auch weitere Raketenmissionen starten, um noch mehr zu entdecken!

entertainment_information_multiple_wg_with_citizens|Zurzeit können nicht alle Bürger alle Unterhaltungsgebäude erreichen! Das kann Ihr Unterhaltungsglück beeinträchtigen.
|
choose_color|Farbe wählen
delete_save|Spielstand löschen
cant_delete_curr|Du kannst die Speicherdatei, mit der du gerade spielst, nicht löschen!
deleted_save|Du hast diese Speicherdatei gelöscht.
duplicate_building|Gebäude duplizieren
color_code|Farbcode...
color_code_enter|Gib einen Farbcode ein
color_not_parsed|Wir konnten diese Farbe nicht analysieren.
|
buildingUpgradesInfo.json/CensusData.name|Volkszählungsdaten
buildingUpgradesInfo.json/CensusData.description|Arbeiter produzieren eine kleine Menge an Wissen basierend auf der Anzahl der Bürger.
buildingUpgradesInfo.json/NightMayor.name|Nacht-Bürgermeister
buildingUpgradesInfo.json/NightMayor.description|Nachtclubs haben hier 2 mehr Kapazität pro Arbeiter.

really_delete|Slot [0] wirklich löschen?
|
sidequest_complete|Erledigt:
citizen_gratefulness_bonus|Bürgerliche Dankbarkeit
| 
school_sidequest_title|Eltern fordern Schulen
school_sidequest_description|Die Eltern in deiner Stadt sind besorgt, weil ihre Kinder nicht zur Schule gehen können. Sie wären dankbar, wenn du mehr Schulen bauen würdest oder dafür sorgst, dass es genug Lehrer gibt.
school_sidequest_finish_description|Jetzt können alle Kinder in der Stadt zur Schule gehen! Deine Bürgerinnen und Bürger sind dankbar und ihr Glück ist vorübergehend größer.
school_sidequest_quickDescription|Sorge dafür, dass alle Kinder zur Schule gehen können.
|
carrotjuice_sidequests_title|Die Karottensaftpresser
carrotjuice_sidequests_description|Eine Gruppe deiner Bürger träumt davon, eine Karottensaftbar zu betreiben. Dazu brauchen sie nur eine Kneipe und ein paar Materialien. Verbessere jede Kneipe, wenn du ihnen ihren Wunsch erfüllen willst.
carrotjuice_sidequests_finish_description|Deine Bürger sind begeistert von der neuen Karottensaftbar! Ihre Zufriedenheit ist vorübergehend erhöht.
carrotjuice_sidequests_quickDescription|Rüste eine Kneipe zu einer Karottensaftbar auf.
buildinginfo.json/CarrotJuiceBar.name|Karottensaft-Bar
build_CarrotJuiceBar|Rüste diese Kneipe zu einer Karottensaft-Bar auf und mache deine Bürger glücklich!
|
buildinginfo.json/ThievesDen.name|Diebeshöhle
thievesden_sidequest_info|Es scheint, dass diese Diebe einige deiner Ressourcen gestohlen haben! Sie haben [0] Nahrung und [1] Stein. Willst du etwas dagegen unternehmen?
|
waldo_found|Du hast Waldo gefunden! Du hast [0] Wissen erworben.
only_show_unupgraded|Abgeschlossene Upgrades ausblenden
|
credits_additional_sprites|Zusätzliche Sprites: LukXD99
disable_clouds_background|Wolken ausblenden
disable_planets_background|Hintergrundplaneten ausblenden
|
buildinginfo.json/GhostlyPark.name|Geisterhafter Garten
buildinginfo.json/GhostlyPark.description|Gruselig, aber auch ziemlich dekorativ.
buildinginfo.json/HorrorGameHall.name|Horror-Spielhalle
buildinginfo.json/HorrorGameHall.description|Eine möglicherweise gespenstische Spielhalle, die nur Horrorspiele anbietet.
buildingUpgradesInfo.json/Pumpkin.name|Kürbis
buildingUpgradesInfo.json/Pumpkin.description|Ein geschnitzter Kürbis bringt die Bewohner in Halloween-Stimmung.
change_decoration|Dekoration ändern
buildinginfo.json/HauntedLaboratory.name|Geisterlabor
buildinginfo.json/HauntedLaboratory.description|Ein seltsames, unheimliches Labor. Je mehr Geisterlabore es gibt, desto mehr Wissen produziert jedes von ihnen. Aber mit jedem Labor steigt auch die Wahrscheinlichkeit, dass es zu einer Fehlfunktion kommt und sich negativ auf deine Stadt auswirkt.
malfunctioned_haunted_labs|Gestörte Spuklabore
current_haunt_boost|Aktuelle Geschwindigkeit beim Sammeln von Wissen: [0]%
current_haunt_risk|Aktuelles Störungsrisiko: [0]x
haunted_effect_education|Alle Bürger haben etwas Bildung verloren.
haunted_effect_unhappy|sind deine Bürger eine Zeit lang weniger glücklich.
haunted_effect_unhappy_extreme|sind deine Bürger für eine kurze Zeit viel weniger glücklich.
haunted_effect_knowledge|du [0] Wissen verloren hast.
haunted_effect_dieage|deine jetzigen Bürger leben bis zu einem Jahr kürzer.
haunted_effect_rot|[0] Nahrung verfaulte.
currently_working_properly|Deine Geisterlabore funktionieren derzeit ordnungsgemäß.
currently_malfunctioning_hl|Deine Geisterlabore haben eine Fehlfunktion! Es wird einige Zeit dauern, dies zu reparieren. Außerdem hat es die folgenden negativen Auswirkungen:
halloween|Halloween
|
favorite_citizen|Favorit erstellen
unfavorite_citizen|Favorit entfernen
favorite_citizen_limit_50|Du kannst bis zu 50 Lieblingsbürger haben.
favorite_citizens|Bevorzugte Bürger
no_favorite_citizens|Du hast derzeit keine Lieblingsbürger.
favorite_citizens_passed|Die folgenden Lieblingsbürger sind verstorben:
secret_code_4|Du kannst jetzt eine unbegrenzte Einwohnerzahl haben.
|
buildinginfo.json/SportPark.name|Fitness-Park
buildinginfo.json/SportPark.description|Deine Bürgerinnen und Bürger können hier einige Übungen machen, die sie länger leben lassen. Dieser Effekt wird verstärkt, wenn es in der Nähe Parks gibt.
buildinginfo.json/OtherworldlyGardens.name|Jenseitige Gärten
buildinginfo.json/OtherworldlyGardens.description|Ein jenseitiger Zoo mit Pflanzen, die so hoch wachsen können, wie du willst.
change_equipment|Ausrüstung wechseln
|
buildinginfo.json/OtherworldlyGardensDome.name|Kuppel Andersweltliche Gärten
buildinginfo.json/OtherworldlyGardensDome.description|Ein stilvolles Dach für deine jenseitigen Gärten.
rocket_unlock_OtherworldlyGardens|Deine Entdecker sind zu dem üppigen Planeten zurückgekehrt, den sie zuvor besucht haben. Sie haben mehr Pflanzen und Kreaturen mitgenommen, so dass du jetzt die Andersweltlichen Gärten bauen kannst.
|
get_premium_for_unlimited|Hol dir Premium, um unbegrenzte Ressourcen freizuschalten!
|
homes_sidequest_title|Deine Bürger wollen Häuser!
homes_sidequest_description|Es gibt nicht genug Häuser für alle deine Bürger. Das macht sie unglücklich und sie arbeiten deshalb langsamer. Es wäre eine gute Idee, mehr Häuser zu bauen.
homes_sidequest_finish_description|Jetzt hat jeder ein Haus! Deine Bürgerinnen und Bürger sind dankbar, also ist ihr Glück vorübergehend größer.
homes_sidequest_quickDescription|Sorge dafür, dass alle Bürger ein Haus haben.
|
or_watch_ad_limited|Oder schau dir eine Werbung an, um dieses Premium-Gebäude kostenlos auszuprobieren und bis zu [0] in dieser Stadt zu bauen.
watch_ad|Anzeige ansehen, um bis zu [0] zu bauen
ad_watch_limited_exceeded|Du hast die aktuelle Höchstzahl dieses Premium-Gebäudes gebaut. Hol dir Premium, um dieses Limit komplett aufzuheben, oder sieh dir eine Anzeige an, um mehr zu bauen.
watch_ad_more|Anzeige ansehen, um bis zu [0] mehr zu bauen
premium_trial|Premium-Probe
get_premium_or_ad_to_unlock|Hol dir Premium, um es freizuschalten! Ich weiß deine Unterstützung wirklich zu schätzen! Oder sieh dir eine Werbung an, um es kostenlos auszuprobieren.
|
alien_ruins_exploration_update|Alien-Ruinen Erkundung Nachrichten
|
buildinginfo.json/CustomHouse.name|Individuelles Haus
exterior|Äußeres
merge_horizontally|Horizontal verschmelzen
color|Farbe
windows_color|Farbe der Fenster
interior_top|Innen oben
interior_bottom|Innen unten
basic_properties|Grundlegende Eigenschaften
residents_no|Bewohner
bonuses|Boni
bonus|Bonus
unlock_later|Diese Option wirst du später freischalten.
choose_bonuses|Wähle bis zu zwei Boni:
choose_bonus_one|Wähle optional einen Bonus:
choose_bonus_n|Wähle bis zu [0] Boni:
bonus_residents_longer|Bewohner/innen leben länger
bonus_residents_edu|Bewohner/innen erhalten Bildung
bonus_residents_healthcare|Bewohner/innen erhalten medizinische Versorgung
bonus_private_teleporter|Hat einen privaten Teleporter
bonus_nature_happiness|Erzeugt Natur-Glück
bonus_art_happiness|Erzeugt Kunst-Glück
bonus_gaming_happiness|Erzeugt Glücksgefühle beim Spielen
material_use|Ressourcennutzung
material_use_mods|Wähle bis zu zwei Modifikatoren:
material_use_food|Bevorzugt Nahrung verwenden
material_use_wood|Bevorzuge Holz
material_use_stone|Bevorzuge Stein
material_use_machineparts|Bevorzugte Verwendung von Maschinenteilen
material_use_refinedmetals|Bevorzugt veredelte Metalle
material_use_computerchips|Bevorzugte Verwendung von Computerchips
get_premium_to_unlock_material_use|Erhalte Premium, um die Ressourcennutzung anzupassen.
get_premium_to_unlock_more_bonuses|Erhalte Premium und erforsche Graphen, um weitere Boni freizuschalten und die Möglichkeit, mehrere Boni zu wählen.
unlock_later_quality|Du wirst später Qualitäten über [0] freischalten.
unlock_later_residents|Du wirst später mehr als [0] Einwohner freischalten.
renovate|Renoviere
upgrade_custom_houses|Häuser aufrüsten
upgrade_custom_houses_to_100|Verbessere alle deine Häuser ganz einfach auf die Qualität 100.
upgrade_custom_houses_already_100|Alle deine Häuser haben bereits die Qualität 100.
upgrade_confirm_text|Verbessere [0] Häuser für:
|
buildinginfo.json/PioneersHut.name|Pionierhütte
buildinginfo.json/PioneersHut.description|Sie beherbergt vier Bürger und gibt dir Boni, die dir bei der frühen Entwicklung deiner Stadt helfen.
pioneershut_morebonuses|Später wirst du weitere Boni freischalten!
pioneershut_inspirationalMeeting.name|Inspirierendes Treffen
pioneershut_inspirationalMeeting.description|Erhalte 3 Kenntnisse.
pioneershut_motivationalMeeting.name|Motivierendes Treffen
pioneershut_motivationalMeeting.description|Erhöhe die Zufriedenheit deiner Bürger für einen Tag, damit sie schneller arbeiten.
movivational_meeting_bonus|Motivationstreffen-Bonus
pioneershut_quicklyBuiltHouses.name|Schnell gebaute Häuser
pioneershut_quicklyBuiltHouses.description|Einfache Häuser kosten 1 Holz und Stein weniger.
pioneershut_comfortableHouses.name|Komfortable Häuser
pioneershut_comfortableHouses.description|Einfache Häuser erhalten +5 Qualität.
pioneers_upgrade_applied|Bonus angewendet!
pioneers_upgrade_later|Ein weiterer Bonus wird bald verfügbar sein.
pioneershut_efficientExploration.name|Effiziente Erkundung
pioneershut_efficientExploration.description|Die Erkundung fremder Ruinen ist jetzt etwas schneller.
pioneershut_carefulExploration.name|Sorgfältige Erkundung
pioneershut_carefulExploration.description|Die Erkundung fremder Ruinen ist etwas langsamer. Du erhältst 1 Holz oder Stein, wenn ein Prozent der Ruinen erforscht wird.
careful_ruins_stone_wood|Sorgfältige Erkundung: Deine Entdecker haben bei der Erkundung [0] Stein und [1] Holz gefunden.
pioneershut_emergencySupplies.name|Notvorräte
pioneershut_emergencySupplies.description|Wenn dir die Nahrung ausgeht, werden deine Bürger weniger schnell unglücklich.
pioneershut_schoolRedesign.name|Schule umgestalten
pioneershut_schoolRedesign.description|Der Bau von Schulen kostet 10 Holz weniger.
permanent_bonus_effects|Permanente Bonuseffekte
pioneershut_meditation.name|Meditation
pioneershut_meditation.description|Erhalte jeden Tag 1 Wissen.
pioneershut_overwork.name|Überarbeitung
pioneershut_overwork.description|Erhalte sofort 1 Stein pro Steinminenarbeiter.
pioneershut_knowledgeSharing.name|Wissen teilen
pioneershut_knowledgeSharing.description|Der Versuchsbetrieb sammelt auch Wissen.
pioneershut_recyclingDrive.name|Recycling-Antrieb
pioneershut_recyclingDrive.description|Werkstatt-Upgrades sind 25% billiger.
pioneershut_shadowDay.name|Schattentag
pioneershut_shadowDay.description|Immer wenn du einem Bürger folgst, der eine Arbeit verrichtet, der du noch nicht gefolgt bist, erhältst du einen kleinen Wissensbonus.
pioneershut_collectBranches.name|Äste einsammeln
pioneershut_collectBranches.description|Sammle langsam Holz, wenn du weniger als 20 Holz hast.
pioneers_bonus_citizenfollow|Du folgst einem Bürger, der einen Job ausübt, dem du noch nie gefolgt bist! Du erhältst [0] Wissen.
pioneershut_forestry.name|Forstwirtschaft
pioneershut_forestry.description|Wälder wachsen schneller nach.
pioneershut_standardization.name|Standardisierung
pioneershut_standardization.description|Das Upgrade "Bessere Spitzhacken" ist kostenlos und wird automatisch für jede Steinmine erforscht.
pioneershut_sportyCity.name|Sportliche Stadt
pioneershut_sportyCity.description|Schalte den Fitness-Park frei.
pioneershut_naturalCity.name|Natürliche Stadt
pioneershut_naturalCity.description|Schalte den Teichpark frei.
pioneershut_productiveCity.name|Produktive Stadt
pioneershut_productiveCity.description|Schalte die Überhitzungsraffinerie frei.
pioneershut_partyCity.name|Party-Stadt
pioneershut_partyCity.description|Schalte das Partyhaus frei.
final_bonus|Wähle einen letzten Bonus:
choose_bonus|Wähle einen Bonus:
buildinginfo.json/PondPark.name|Teichpark
buildinginfo.json/PondPark.description|Ein flacher Teich mit Pflanzen.
buildingUpgradesInfo.json/PioneersHutUpgrade.name|Moderne Authentizität
buildingUpgradesInfo.json/PioneersHutUpgrade.description|Verbessert die Wohnqualität um 40.
buildinginfo.json/SuperheatedRefinery.tooltipBottomIconInfo_0|Aufschwung durch Maschinenteilefabriken
pioneershut_inspirationalMeeting2.name|Wirklich Inspirierendes Treffen
pioneershut_inspirationalMeeting2.description|Gewinnt 500 Wissen.
pioneershut_motivationalMeeting2.name|Wirklich motivierendes Treffen
pioneershut_motivationalMeeting2.description|Erhöhe eine Woche lang die Zufriedenheit deiner Bürger, damit sie schneller arbeiten.
|
theLostShip.json/PioneersHut.text|Du hast einige deiner besten und klügsten Freunde zuerst von Bord geholt. Mit den richtigen Mitteln könnten sie eine große Hilfe bei der Entwicklung dieser Welt sein. Um ihre Hilfe in Anspruch zu nehmen, baue die Pionierhütte.
theLostShip.json/PioneersHut.quickText|Baue die Hütte der Pioniere.
buildinginfo.json/SuperheatedRefinery.name|Überhitzte Raffinerie
buildinginfo.json/SuperheatedRefinery.description|Produziert raffinierte Metalle aus Stein. Wenn sie von Fabriken für Maschinenteile umgeben ist, ist diese Produktion schneller als eine Fabrik für raffinierte Metalle. Ansonsten ist sie langsamer.
buildinginfo.json/PartyHouse.name|Partyhaus
buildinginfo.json/PartyHouse.description|Dieses Haus mit seinem integrierten Nachtclub schläft nie.
buildingUpgradesInfo.json/BetterCouches.name|Bessere Sofas
buildingUpgradesInfo.json/BetterCouches.description|Verbessert die Wohnqualität um 20.
buildingUpgradesInfo.json/EnhancedAudio.name|Verbessertes Audio
buildingUpgradesInfo.json/EnhancedAudio.description|Verbessert die Wohnqualität um 15 und erhöht die Unterhaltungskapazität.
|
unlock_more_bonuses_later|Später schaltest du weitere Boni und die Möglichkeit frei, mehrere Boni zu wählen.
low_quality_more_residents|Erhöhtes Limit, da die Qualität niedrig ist.
|
mission_warning_no_crew_found_doesnt_exist|Du hast nicht genug Arbeiter der ausgewählten Besatzungsart(en)! Bitte ändere deine Besatzung, baue mehr Gebäude dieses Typs oder setze einige deiner Arbeiter neu ein.
